微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Cp51lBmuy,#LearnEnglish# #英语学习# 探索英语：语言与文化免费公开课已经进入第二周的时间啦！我们本周的主题是音乐。如果你还没注册也来得及哦！点击这里加入全球讨论吧：网页链接 我们的首席教育专家Simon Carrie给大家写了封信，希望鼓励更多来自中国的英语爱好者加入我们，长微博戳起来吧。  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/68ffa517gw1etm7pcsuqlj20i80a9abx.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1etm7phb46wj20c80rmgp5.jpg",无,2015-07-01 12:39,微博 weibo.com,8,18,4
Cp3ohrgf9,#LearnEnglish# #英语学习# 今天我们讨论英国音乐！一天有效哦！你们最喜欢哪位英国的歌手/乐团？为什么？请用英文回复！说不定会勾搭上志同道合的小伙伴呢。I Like Adele because there is something special about her songs and the way she sang it. 你们呢？学英语戳这里：Learn English | British Council  [组图共9张] 原图 ,"http://ww3.sinaimg.cn/large/68ffa517gw1etm75eztqyj20h80bhwfi.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1etm75g2qwdj20bc070wek.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1etm75lthhxj20h80cygly.jpg,http://ww4.sinaimg.cn/large/68ffa517gw1etm75nh10tj21kw14idn0.jpg,http://ww4.sinaimg.cn/large/68ffa517gw1etm75o8rsij20cf0imjsb.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1etm75ovaejj20cs07o74l.jpg,http://ww1.sinaimg.cn/large/68ffa517gw1etm75qrks5j20cs07oglv.jpg,http://ww3.sinaimg.cn/large/68ffa517gw1etm75wmkx8j208s08sgm5.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1etm760dikpj20h80as41f.jpg",无,2015-07-01 08:30,微博 weibo.com,1,1,10
CoVCT076d,#LearnEnglish# #英语学习# 今天中午，主页君给大家带来了一个小小语法练习！将来进行时和将来完成时。你只需要把你认为正确的答案拖到正确的位置就好啦！基本功不能丢哦！快来戳这里，晒分数吧：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1etks2nkccjj20dw0jhdir.jpg,无,2015-06-30 12:44,微博 weibo.com,3,2,0
CoTTk24d1,#LearnEnglish# #英语学习# 福尔摩斯的作者Sir Arthur Conan Doyle曾说过：Any truth is better than indefinite doubt. 主页君也希望我们每个人都能努力拥有可以接受任何真相的强大内心。学英语请继续戳这里哦：网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1etkrw15u62j20i30aq74p.jpg,无,2015-06-30 08:19,微博 weibo.com,2,0,0
CoMamdgVW,#LearnEnglish# #英语学习# 在特别难熬的周一，主页君协笑话与大家见面啦！今天要讲的是absorbing的多个含义，你能看懂下面的笑话吗？看评论戳这里哦：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1etkr2ws7fyj20dc05caav.jpg,无,2015-06-29 12:39,微博 weibo.com,0,0,2
CoGdoq6kj,#LearnEnglish# #英语学习# 今天给大家读首诗名字叫Einstein and Eddington。这首没有逻辑的诗是W. H. Williams博士于1924年为物理学家爱丁顿离开伯克利而举行的院系送别晚宴创作的。 戳这里听听吧：网页链接 大家晚安！  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1eth9ocm477j20dc08xt97.jpg,无,2015-06-28 21:30,微博 weibo.com,3,2,1
CoCLu89fB,#周日英式料理# 主页君好像木有分享过cheesecake的recipe，今天就送给cheesecake吧！主页君最爱New York Cheesecake！甜中带酸，非常清爽！最重要的是它一点也不浮夸，简单却有内涵，真的是cheesecake中的极品！如果你也喜欢它，就跟着长围脖做起来吧！  [组图共2张] 原图 ,"http://ww3.sinaimg.cn/large/68ffa517gw1ethc65iaq4j20cg074jrj.jpg,http://ww3.sinaimg.cn/large/68ffa517gw1ethc6s6ezhj20c80x2jxa.jpg",无,2015-06-28 12:43,微博 weibo.com,6,10,2
CoB4LkIrQ,#LearnEnglish# #英语学习#周末大家给自己和家人做什么好吃的呢？如果不着急就做个brunch吧！用丰盛的早餐开启美好的周日！如果今天在家想学英语的话戳这里哦：Learn English | British Council  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eth9hihz18j218g0xudlb.jpg,无,2015-06-28 08:25,微博 weibo.com,1,1,0
CowOVs86h,#LearnEnglish# #英语学习# 在大英图书馆外的广场上竖立了牛顿的雕塑，选择这雕塑的原因可能是因为它展示了一个伟大的科学家在埋首工作，可是那个雕塑其实展示了一些批评的意味……想知道为什么吗？戳这里了解哦：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1etgd9me05gj20c207o0sq.jpg,无,2015-06-27 21:35,微博 weibo.com,0,2,0
CorBPsw8W,#LearnEnglish# #英语学习# 最令人期待的周末终于到来啦！Today is a lazy day! Just relax and LearnEnglish 嘿嘿嘿 主页君在努力变得更好希望大家也一样！学英语戳这里哦：Learn English | British Council  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1etgchrzuibj20dw0dwjsr.jpg,无,2015-06-27 08:19,微博 weibo.com,6,0,0
ContiBo39,#LearnEnglish# #英语学习#二十四小时新闻、电子商务、国际呼叫中心、移动电话、全球定位系统，所有这一切都使得我们的世界更小更迅速。我们称这样的现象为信息社会(information society)。你认为这些聪明的工具让我们的生活变聪明了吗？戳这里看看我们的想法：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1etgbw7sz7wj20dc08w74h.jpg,无,2015-06-26 21:47,微博 weibo.com,1,2,0
CoifNuJGq,"#LearnEnglish# #英语学习#爱因斯坦说过：Education is not the learning of facts, but the training of the mind to think. 学习英语也是一样的，你要抛弃固有的观念和想法，接受英语式的思维！很多词是不能直译的，你要锻炼理解他们灵魂的能力。学习英语别忘了戳这里哦：Learn English | British Council  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1etgc31civaj20lf0entap.jpg,无,2015-06-26 08:30,微博 weibo.com,13,10,6
CodVUc7BD,#LearnEnglish# #英语学习# 很多国家都会有一首对她的人民来说有其特别感情的歌。对澳洲人来说，说是一首叫“Waltzing Matilda”的歌。它是作曲家兼诗人“Banjo” Paterson所写的。你的地区有没有人们特别有感情的歌呢？请用英文给主页君介绍吧！了解Waltzing Matilda戳这里哦：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1etez65dq0lj207e05k0sl.jpg,无,2015-06-25 21:30,微博 weibo.com,0,1,0
CoaoIvhaA,#LearnEnglish# #英语学习# 探索英语：语言与文化免费公开课的本周主题是：English: the Global Language。对于英语，你有什么要和全世界的小伙伴分享呢？如果你有任何问题都可以向英国文化协会的资深教育专家提出，他们会在线答疑的！戳这里加入全球课程吧：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eteyv8pe3bj20i80a9abx.jpg,无,2015-06-25 12:30,微博 weibo.com,2,14,3
Co8PiDJ0D,"#LearnEnglish# #英语学习# To live is the rarest thing in the world. Most people exist, that is all. 活着，就是应该去看世界，从而理解不同的文化，让自己接受更多的东西，做一个善良的人。如果不去努力活着，人生还有什么意义呢？学好英语，去看世界，戳这里：Learn English | British Council  原图 ",http://ww2.sinaimg.cn/large/68ffa517gw1eteypmy579j20nm08r41b.jpg,无,2015-06-25 08:30,微博 weibo.com,4,0,2
Co4vpk8eg,#LearnEnglish# #英语学习# 英国人非常喜欢高科技产品，也一直走在开发高科技产品的前沿。比如著名的Dyson公司以及非常多的automobile发明都受到了全球业内人士的尊敬。今天我们去看看一个超级牛的机器人产品，戳这里看看它能做什么吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1etey50a3qjj208c05kq30.jpg,无,2015-06-24 21:30,微博 weibo.com,2,1,0
Co15W4iFY,#LearnEnglish# #英语学习# 小伙伴们，你们会用英语预测将来要发生的事情嘛？快利用几分钟时间组句子看看你能答对多少个吧！欢迎大家晒成绩哦！戳这里：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eteykc2aofj20dy0jjdil.jpg,无,2015-06-24 12:49,微博 weibo.com,1,0,0
CnZjwExp7,#LearnEnglish# #英语学习# 英国的大选已经过去一段时间了，各方面的debate也稍有平息。主页君想知道，英国的政客中，你们最喜欢哪位呢？或者哪位政客的老婆/老公你非常喜欢呢? 学习英语请继续戳这里哦：Learn English | British Council  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1etdyxx3f2bj20qr0kswme.jpg,无,2015-06-24 08:17,微博 weibo.com,0,1,4
CnRDOr71S,"#LearnEnglish# #英语学习# 词汇基本功练习来啦！各位大朋友小朋友们看过来哟！你知道这些动作用英语怎么说嘛？你知道为什么它们的后面要加""ing""吗？戳这里做个小练习哦：网页链接  原图 ",http://ww2.sinaimg.cn/large/68ffa517gw1etdu1w30moj20dw0jijtf.jpg,无,2015-06-23 12:45,微博 weibo.com,0,0,0
CnLHi73fP,#LearnEnglish# #英语学习# 假期临近尾声，可是主页君的心却已经飞去计划下一个假期啦！今天跟随我们的主持人到爱尔兰和多塞特郡看看，你知道那里有哪些奇特的景观吗？戳这里哦：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1etd74k12fqj208c05kjrh.jpg,无,2015-06-22 21:37,皮皮时光机,2,0,0
CnGvdCRld,#LearnEnglish# #英语学习# 今天还能休息一天，真的是太开心啦！虽然明天就要上班上学，但是on the plus side，下周只需要坚持4天哦！今天也是我们的免费公开课开始的一天！主页君喊你来这里上课啦： 网页链接   原图 ,http://ww4.sinaimg.cn/large/68ffa517jw1etck6yz0waj20bo086gmm.jpg,无,2015-06-22 08:23,皮皮时光机,6,1,2
CnCgm4B3E,#LearnEnglish# #英语学习# 本集的Word on the Street中Ashlie和Ellie去玩室内滑雪啦！你尝试过什么样的户内运动呢？你会推荐给这里的小伙伴什么运动？戳这里看看他们发生了什么吧：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1et95a3dmjvj207e05k75a.jpg,无,2015-06-21 21:36,微博 weibo.com,3,1,0
CnyJamYjs,#周日英式料理# 小长假教给大家做一个特别的甜点！这款巧克力卷完全没有用到面粉哦！表面开裂就像树干一样，浓浓的巧克力配上奶油的香味真的是太美好了！这款是甜点女神Mary Berry的recipe。她的料理又温柔又有力量！快收藏或者跟着长围脖行动起来吧！  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/68ffa517gw1et96kbsqeoj20cg074q38.jpg,http://ww4.sinaimg.cn/large/68ffa517gw1et96ki509nj20c81ajajh.jpg",无,2015-06-21 12:36,微博 weibo.com,4,9,0
Cnx66bZjA,#LearnEnglish# #英语学习# 小长假的第二天，大家休息的都好嘛？休息的同时别忘记小长假的英语是long weekend哦！也别忘记假期也要戳这里听听英语：Learn English | British Council  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1et952nnhdbj206k06kaa4.jpg,无,2015-06-21 08:27,微博 weibo.com,4,0,2
CnsNqbvz3,#LearnEnglish# #英语学习# 相信最近很多小伙伴都有找工作或者换工作的需求。如果你的梦想也是外企，那么你一定要来听这一段录音。我们的招聘专家为你讲述了他在审阅简历方面的经验，并且也告诉你编写简历时候的实用建议！快点这里听听吧：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1et83bfo86oj20bt07u3yj.jpg,无,2015-06-20 21:30,微博 weibo.com,3,12,3
CnpnWEY2g,#LearnEnglish# #英语学习# 我们的“探索英语：语言与文化”免费公开课程还有两天的时间就又和大家见面了哦！不管你想巩固英语知识，还是想拓宽课堂，更了解英国文化，或者是想把扔掉一段时间的英语重新捡起来，都一定要加入我们哦！戳这里了解更多注册吧：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1et83gr85t8j20i80a9abx.jpg,无,2015-06-20 12:49,微博 weibo.com,0,1,2
CnnFBi6Ps,#LearnEnglish# #英语学习# Happy Dragon Boat Festival! 端午节的英文你学会了吗？今天请吃很多很多美味的粽子！英国大使馆文化教育处英语组祝大家端午节快乐、小长假过的充实哦！学习英语请继续戳这里：Learn English | British Council  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1et82qka30cj20dl08xabh.jpg,无,2015-06-20 08:27,微博 weibo.com,4,1,4
CnjmVmVdi,#LearnEnglish# #英语学习# 最近英国的mid-season sale刚刚开始，各大商店也开始了各种打折活动！想要购物的朋友们现在是最适合的时候哦！今天我们采访了一些伦敦人，他们会告诉你他们喜欢购买的商品哦！戳这里了解一下吧：网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1et826289wbj208c05kaa2.jpg,无,2015-06-19 21:30,微博 weibo.com,0,2,0
Cng1UF4ym,#LearnEnglish# #英语学习#今天做一个巩固练习！卧室里的单词你知多少呢？基础词汇千万不能丢哦！利用几分钟玩个小游戏戳这里吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1et82hssy7uj20dz0jkwgl.jpg,无,2015-06-19 13:00,微博 weibo.com,1,1,0
Cnegk7cEL,#LearnEnglish# #英语学习# 今天是周五啦！对于端午节小长假的到来大家有没有内心激动的心情呢？快来告诉端午节你要去哪里玩耍吧！如果在家学习英语的话也别忘记我们的网站：Learn English | British Council 以及我们马上要开始的公开课哦，快来了解更多并注册吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1et820600e9j20q40enq3r.jpg,无,2015-06-19 08:30,微博 weibo.com,2,0,0
Cn9WqwPT4,#LearnEnglish# #英语学习# 提问：演员Julia Roberts、Geena Davis和Holly Hunter有什么相同之处？就是他们都生了双胞胎！今天我们的主题就是双胞胎啦！你在听力阅读之前请看看Glossary词汇表，有助于帮助你更加理解这篇文章的意思哟！你认识双胞胎嘛？快戳这里：网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1et6154yl0nj20dc08waa9.jpg,无,2015-06-18 21:30,微博 weibo.com,2,1,0
Cn4KXhaJF,#LearnEnglish# #英语学习# 大家周四好呀！问一个严肃的问题，你是喜欢猫呢还是喜欢狗呢？主页君都爱所以总在are you a cat person or a dog person这个问题上摔倒，并且永远爬不起来。学习英语今天也要戳这里哦：Learn English | British Council  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1et5y1i6r8zj20hs0a0jsu.jpg,无,2015-06-18 08:18,微博 weibo.com,1,1,0
Cn0vW0hOt,#LearnEnglish# #英语学习#在职场中，你肯定有感受过工作压力，当压力山大的时候你是否也会讨厌你的工作呢？我们邀请了一位心理学家来为大家解释工作压力和工作倦怠的区别。常和内心对话，才会找到调整自己的方法以及最适合自己的工作哟！利用几分钟时间，戳这里看看吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1et5wakgjloj20dc09imxa.jpg,无,2015-06-17 21:30,微博 weibo.com,1,2,0
CmYqN35NQ,#LearnEnglish# #英语学习# 由英国文化协会制作的“探索英语：语言与文化”免费公开课承载着将英国文化传播出去的决心，将于6月22日再次回归！从小长假最后一天开始努力变得更好吧！课程全程免费，全程英语教学还能与来自全世界的朋友互动哦！来这里点“马上参与”注册吧：网页链接  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/68ffa517gw1et75mdlqktj20i80a9ab6.jpg,http://ww2.sinaimg.cn/large/68ffa517gw1et75mihbd5j20c80xkq8x.jpg",无,2015-06-17 16:11,微博 weibo.com,14,83,18
CmViqy6Wk,"#LearnEnglish# #英语学习#Charles Dickens说过：Happiness is a gift and the trick is not to expect it, but to delight in it when it comes.大家要加油努力哦！说不定某一天你会被自己的优秀吓到呢！嘿嘿 学习英语请继续戳这里：Learn English | British Council  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1et5w2xa3b2j20b4055q39.jpg,无,2015-06-17 08:13,微博 weibo.com,1,0,0
CmR9TE9RN,#LearnEnglish# #英语学习# 今天给大家推荐王牌节目Elementary Podcasts第一季的第六集！我们一起来谈论以下旅行时遇到的问题！主页君自己觉得去不说英语的国家玩会比较忐忑，你们猜主页君是啥星座？嘿嘿！言归正传，听这集节目戳这里哦：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1et4vy6xt6aj209605f74v.jpg,无,2015-06-16 21:41,微博 weibo.com,0,1,0
CmM03cZsN,"#LearnEnglish# #英语学习# 莎士比亚说过：love all, trust few, do wrong to no one 这其实并不是让我们去judge别人。我们要用博大的心去接受和我们不同的人事物，同时不能有害人之心，并且要有基本的判断力。光是这点就值得我们一生修炼啦。你们觉得呢？学习英语别忘了来这里：网页链接  原图 ",http://ww1.sinaimg.cn/large/68ffa517gw1et4r11qluxj213h0ooall.jpg,无,2015-06-16 08:33,微博 weibo.com,7,6,4
CmHG9C3yd,#LearnEnglish# #英语学习# Sherlock Holmes大家都很熟悉！那么你是通过什么样的渠道了解他呢？主页君是因为喜欢侦探小说，就读了原著。今天我们的主持人带大家去伦敦贝克街逛逛，你还可以看到福尔摩斯博物馆哦！快戳这里吧：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1et4qkwg5o6j207e05k3zi.jpg,无,2015-06-15 21:33,微博 weibo.com,0,0,0
CmE9MsK8n,#LearnEnglish# #英语学习# 在职场中的小伙伴以及马上要加入这个队伍的同学们，你们会表扬（compliment）别人吗？在工作中真诚的肯定别人，是非常重要的哦！我们准备了一个非常简短的视频教会大家，戳这里看看吧：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1et4kny08ipj208205k3ye.jpg,无,2015-06-15 12:35,微博 weibo.com,1,0,0
CmyeQwgJr,#LearnEnglish# #英语学习# 高考过后，相信一定有小伙伴希望出国留学。留学之前一定会对经济上有一个权衡，在外自己独自生活，要学会管理生活预算。你知道怎样在能在国外省钱吗？我们的达人们已经总结出了一些方法，戳这里听听吧：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1et14mb9fdoj20bt07umx1.jpg,无,2015-06-14 21:31,微博 weibo.com,0,0,0
CmuJH1t8h,#周日英式料理#夏天到啦！今天给大家带来了清新的草莓奶油纸杯蛋糕。大家也可以把草莓果酱换成时令水果，并买一些新鲜的水果装饰和搭配它！比如樱桃果酱、菠萝果酱都可以！快发挥你的想象力动起来吧！  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/68ffa517gw1et156gz57pj20cg07474g.jpg,http://ww1.sinaimg.cn/large/68ffa517gw1et156j8fngj20c80x6td6.jpg",无,2015-06-14 12:36,微博 weibo.com,2,3,0
Cmt0Wjg36,#LearnEnglish# #英语学习# 主页君一直有一个问题，周日给你的感觉是沮丧呢还是开心呢？就主页君自己来说周日这一天总是很纠结，一半觉得明天要早起上班了，一半又觉得今天放假真好！小伙伴，你们怎么看？想在今天学英语的朋友们记得戳这里哦：Learn English | British Council  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1et14hfwwh0j20k00k0djn.jpg,无,2015-06-14 08:13,微博 weibo.com,1,1,0
CmoRc7K1S,#LearnEnglish# #英语学习# 英国的天气千变万化也是世界文明。今天Amandeep带领大家去BBC的气象小组看看，她也会自己尝试做一组天气预报！戳这里看发生了什么吧：网页链接 你在的地方天气还好吗？  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eszzy6k6nvj207e05k3zi.jpg,无,2015-06-13 21:38,微博 weibo.com,3,0,0
CmlhzqFUC,#LearnEnglish# #英语学习# 今天给大家讲个关于ants and ticks的笑话。Ants大家都知道是蚂蚁，ticks是虱子哦！那你把ants和ticks放在一起会出现什么呢？每天都学个新单词 嘿嘿！看评论戳这里：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eszz12bvekj20dc05czl3.jpg,无,2015-06-13 12:32,微博 weibo.com,0,0,0
Cmfogha6j,#LearnEnglish# #英语学习# 周五的晚上Stephen和Ashlie去了night club。他们希望可以玩得尽兴！你是否有一个你常去放松的地方呢？快告诉主页君吧！戳这里看看他们是否玩的开心：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eszybzi75hj207e05k75a.jpg,无,2015-06-12 21:32,微博 weibo.com,0,0,2
CmbR4z2Po,#LearnEnglish# #英语学习# 今天给大家带来了疑问句、主语和宾语的练习！块利用几分钟时间巩固一下基础知识吧！戳这里哦：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eszy7bwltnj20dx0jh428.jpg,无,2015-06-12 12:32,微博 weibo.com,0,1,0
CmadBfMAk,#LearnEnglish# #英语学习# 盼星星盼月亮，周五终于来到啦！主页君今天下班之后要和小伙伴一起去吃大餐啦！你们今天有什么计划呢？请用英语留言，看能不能找到志同道合的小伙伴！别忘了学英语戳这里：Learn English | British Council  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1eszy3gk815j21kw1kwq4t.jpg,无,2015-06-12 08:22,微博 weibo.com,0,1,0
Cm5STpsJP,#LearnEnglish# #英语学习# 武术现在真的很流行。不论是优雅、动作如像舞蹈般的太极或卡波耶拉，抑或是爆炸性的功夫和空手道，总有一种武术适合你！很多英国人也都从小开始学习武术，戳这里了解更多吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1esz2f27d7yj20dc08waa4.jpg,无,2015-06-11 21:20,微博 weibo.com,0,0,0
Cm2qA2vje,#LearnEnglish# #英语学习# 想找外企工作的朋友们注意啦！我们的You are hired系列大家一定要看哦！今天给大家带来了片断1，一家IT公司的销售总监被CEO炒了鱿鱼，现在他们需要寻找一个新的销售总监代替他的位置，戳这里看看发生了什么吧：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1esz2tv1a4rj20b406oweh.jpg,无,2015-06-11 12:32,微博 weibo.com,1,0,0
Cm0KFqkAf,#LearnEnglish# #英语学习# 大家周四好呀！请用英语告诉主页君一件你这周必须完成的事情吧！主页君先说：I’ve got to finish the book I am currently reading.你呢？学英语请继续戳这里：Learn English | British Council  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1esz0ehskwdj20qr0kswme.jpg,无,2015-06-11 08:16,微博 weibo.com,1,1,11
ClWwskIcx,#LearnEnglish# #英语学习# 这段录音围绕着产品和品牌，要找工作的朋友们千万不要错过！今天我们邀请了Martha Stewart来谈谈品牌的未来。戳这里听听吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1esxwt0howbj20be085glo.jpg,无,2015-06-10 21:30,微博 weibo.com,2,0,0
ClRlNkhRm,#LearnEnglish# #英语学习# 周三早上大家好呀！今天也要努力过哦！因为我们已经half way through the week啦！学习英语请继续戳这里：Learn English | British Council  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1esxwnx80c0j20go0jgtaw.jpg,无,2015-06-10 08:20,微博 weibo.com,3,1,0
ClN7Zlm13,#LearnEnglish# #英语学习# 今天我们谈论：你眼中的英国。提到英国你的感受是什么呢？你最先想到什么？快回复告诉主页君吧！我们整理了外国人眼中的英国，戳这里听听吧：网页链接 他们的想法你同意吗？  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eswgjd3gb4j20dc0900t5.jpg,无,2015-06-09 21:35,微博 weibo.com,4,1,4
ClJANCFNM,#LearnEnglish# #英语学习# 午休时间，大家来听王牌节目Elementary Podcasts第一季的第三集吧！这集中我们将一起谈论服装、时尚，并带领大家认识著名设计师Jonathan Ive!戳这里听起来吧：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1eswgft0bpkj209605f74v.jpg,无,2015-06-09 12:35,微博 weibo.com,2,1,1
ClHYy0hCB,#LearnEnglish# #英语学习# 周二早！Keep Calm Tuesday is better than Monday! 这周也请加油努力变成更好的自己吧！学习英语请继续戳这里哦：Learn English | British Council  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eswgulldoej20go0jgtaq.jpg,无,2015-06-09 08:28,微博 weibo.com,2,1,0
ClDL9ak3d,#LearnEnglish# #英语学习# 今天是World Ocean Day。保护海洋环境也是我们每个人力所能及的事情。大海给了我们太多东西，有伤心、希望、舒缓也有乐趣。今天给大家介绍一些water sports，看看住在水边的人都怎样放松自己的吧：网页链接  原图 ,http://ww2.sinaimg.cn/large/68ffa517gw1eswg2ohiq3j20dc08w3yj.jpg,无,2015-06-08 21:44,微博 weibo.com,1,4,0
ClAdXrMsJ,#LearnEnglish# #英语学习# 今天中午利用几分钟时间做个过去完成时的小测试吧！学过的知识要巩固哦！戳这里：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1eswg80pqpnj20dx0jljup.jpg,无,2015-06-08 12:44,微博 weibo.com,1,0,0
ClugZEkUk,#LearnEnglish# #英语学习# 小伙伴们有人尝试过online dating嘛？在情人节的时候Stephen就想说服Ashlie去尝试online dating哦！你们觉得她找到了意中人嘛？其实什么都尝试一下也挺不错的 嘿嘿 戳这里看看发生了什么吧：网页链接  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1est0px5wfnj207e05k3zi.jpg,无,2015-06-07 21:35,微博 weibo.com,1,0,0
ClqJOhvO1,#周日英式料理# 吃樱桃的季节到啦！主页君也蠢蠢欲动为大家带来了这道“樱桃巧克力布朗尼配樱桃巧克力酱”，听起来是不是很有米其林餐厅的感觉呀？其实操作很简单哦！快跟主页君一起制作这道美好的英式甜点吧！  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/68ffa517gw1est1d7fxwij20b40b4gmb.jpg,http://ww4.sinaimg.cn/large/68ffa517gw1est1dabud7j20c810etee.jpg",无,2015-06-07 12:35,微博 weibo.com,2,3,0
ClkQv6pAK,#LearnEnglish# #英语学习# 上次为大家介绍了我们的王牌节目Elementary Podcasts的第一季第一集，今天推送给大家第二集，如果你想在平时一点一滴中练习听力，不妨打开它，然后静静聆听，不较真一字一句也没关系，每天练习一点，一段时间后你就会发现你的语感大幅提高哦！戳这里：网页链接  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1ess5t8uuv6j209605f74v.jpg,无,2015-06-06 21:35,微博 weibo.com,3,2,0
Clhoboglf,#LearnEnglish# #英语学习# 主页君今天为高考或者参加雅思考试的朋友们带来了一个听  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1ess558joa0j20dy0jitd5.jpg,无,2015-06-06 12:47,微博 weibo.com,3,1,2
ClfJTyJoj,#LearnEnglish# #英语学习#今天是6月6号一个吉利的日子 嘿嘿 小伙伴今天有什么计划呢？主页君最近参加了antigravity yoga的训练，感觉腿已经不是自己的了。你们都在做什么运动？如果在家休息也别忘记学英语哦，戳这里：Learn English | British Council  原图 ,http://ww1.sinaimg.cn/large/68ffa517gw1ess4zbmbjvj20qr0kswme.jpg,无,2015-06-06 08:35,微博 weibo.com,0,0,7
ClboMAfbh,#LearnEnglish# #英语学习# 今天是世界环境日。它的现实情况就好像好莱坞电影的海报一样，很多问题迫在眉睫。但各个政府在对待环境问题上总有不可逾越的鸿沟。我们为大家整理了一篇环境问题的科普文，希望能在考试中给大家以提示。文章最后也点出了一些词汇的用法，戳这里：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1esqofainttj20hs0cxtau.jpg,无,2015-06-05 21:32,微博 weibo.com,3,0,0
Cl7W45qKs,#LearnEnglish# #世界环境日# 树总是让人着迷，它们是我们的地球上最大的生物，也是其中一些最美丽的生物。树在很多宗教上带有象征意义，多年来也启发了很多艺术家。今天是世界环境日，就让我们用几分钟的时间读一读关于树的一切吧！戳这里：网页链接  原图 ,http://ww4.sinaimg.cn/large/68ffa517gw1esqopnse61j20dc08wt8r.jpg,无,2015-06-05 12:43,微博 weibo.com,1,2,0
Cl6ibkdaB,#LearnEnglish# #世界环境日# 今天是World Environment Day! 你是否也在一点一滴中保护着我们的家园呢？请从自己做起，因为The earth is what we all have in common. 今天，请做一件环保的事情吧！学习英语戳这里：Learn English | British Council  原图 ,http://ww3.sinaimg.cn/large/68ffa517gw1esqofo84ybj20bu07ujre.jpg,无,2015-06-05 08:32,微博 weibo.com,0,0,0
