微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ll3d70z2C,春天来了，英国学生正在看的自然系绘本有哪些？[举手]看到大家都在秀春天的花和美图，忍不住分享一些英国经典的自然系书籍和绘本。作为一个极其热爱自然的国度，英国人对植物、动物的喜爱，还有对自然状态的追求是无处不在的。在英国的教育体系中，自然也是极其重要的一部分，例如动植物科普、生物分类学等领域的知识会以不同的形式出现，许多大学也设有植物插画（Botanical Illustration）这样的课程。接下来一起看看这份应季的书单吧！             [组图共10张]      原图                             ,"http://ww4.sinaimg.cn/large/631046e6gy1h0iw6zvtp6j20du0dw75d.jpg,http://ww1.sinaimg.cn/large/631046e6gy1h0iw70phu6j20u010tgqv.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h0iw70foq7j20rs0mu7bh.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h0iw70x1kaj211b0u0n3m.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h0iw711eqtj20u00u0gsp.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h0iw70vywpj211i0u0dmo.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h0iw70j3kfj209b0dvgmo.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h0iw7132smj20u013zafg.jpg,http://ww1.sinaimg.cn/large/631046e6gy1h0iw7g805qj20920dwgml.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h0iw7074spj20u00u0n2s.jpg",无,2022-03-23 13:20,微博 weibo.com,8,8,1
Ll1zECC9N,#2022留英择校干货#留英学传媒，如何加倍提升竞争力？在@英国萨塞克斯大学 和@英国斯特灵大学，一个为你量身定制的传媒课程就可以做到。 传媒学是人文社会科学中最主要的学科之一。在当下学科融合的趋势下，英国的传媒学教育在扎实的基础之上，发展出具有特色的跨学科课程，为你的个人兴趣“定制”课程，助力你的未来发展。来看看这是不是你正在找的传媒学课程！  选专业干货：为你量身定制的传媒课程，将加倍提升你的竞争力                                 ,无,无,2022-03-23 09:10,微博 weibo.com,1,2,0
LkWiT2TQX,趁春分刚过，一起来读一首属于春天的小诗吧——《春天》，来自诗人威廉·布莱克（William Blake）[送花花]威廉·布莱克是英国有名的诗人、版画家，被认为是浪漫主义时代诗歌的开创性人物，和随后崛起的拜伦、雪莱等人一起奠定了浪漫主义流派诗歌的重要地位。在英国如今的教育体系中，诗歌教育仍然是不可缺失的一部分。有许多英国高校一直开设英语诗歌、诗歌研究等专业，或是将诗歌理论和写作的学习纳入创意写作、文学等其他社会和人文学科当中。                  原图                             ,http://wx4.sinaimg.cn/large/631046e6gy1h0ivxq0h4dj20u01csn0k.jpg,无,2022-03-22 19:45,微博 weibo.com,3,3,1
LkMMmnUiq,#2022留英择校指南#作为全球文艺中心之一，英国从艺术史上反复的“破”与“立”中前进至今，拥有创新和开放的创作氛围。在英国学习艺术与设计类专业，你将拥有的不止是优质的艺术教育和环境，还有无数深入洞悉英国文艺行业、加入国际化平台的机会。下面就以@英国赫尔大学官方微博 和@伦敦布鲁内尔大学 为例，详解他们如何帮你找到文艺事业的发展之路！  留英择校干货：好的艺术与设计教育，是帮你找到最适合你的路                                 ,无,无,2022-03-21 19:30,微博 weibo.com,3,2,0
LkMvDhMyz,#留英干货#留英新生看过来如果你正在为预定宿舍发愁，不妨收藏这篇简单又实用的帖子。英国大学的住宿选择较多，大家也可以通过许多靠谱的方法自行预定。有哪些你没想到的找宿舍好方法吗？点击图片查看吧👇  [组图共5张] 原图 ,"http://ww1.sinaimg.cn/large/631046e6gy1h0hp44h3vej20rs1b612b.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h0hp44cbdoj20rs1iz13s.jpg,http://ww1.sinaimg.cn/large/631046e6gy1h0hp445a9wj20rs1cvgtn.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h0hp44dia2j20rs1ihqba.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h0hp44aqsnj20rs1b6aiz.jpg",无,2022-03-21 18:48,微博 weibo.com,4,4,1
LkMfaiWOE,#2022非凡英国奖学金计划#申请开放中！今年共计26个奖学金名额，单笔金额不低于一万英镑，其中还包括了特别开设的法律和司法专业奖学金。今天我们邀请了英国坎布里亚大学的高级讲师Stephen Taylor博士，为大家介绍热门的旅游和酒店管理专业，以及针对奖学金申请的小建议，点击文章阅读👇更多详情请见官网：网页链接 非凡英国奖学金｜坎布里亚大学旅游和酒店管理相关专业申请攻略                                 ,无,无,2022-03-21 18:08,微博 weibo.com,1,3,0
LkAPy3w5P,#2022留英择校干货#从享誉全球的影视剧、纪录片，到历史深厚的新闻传播、音乐艺术，英国的传媒创意产业一直是创新和品质的代名词。 留英学传媒，大学如何帮你在学习的同时锻炼职场能力、积累自己的行业资源？今天就以@班戈大学Bangor、@英国伯恩茅斯大学 为例，带你了解英国大学给传媒专业学生的事业助攻！  留英学习传媒专业，大学能够为你的职业生涯带来哪些助攻？                                 ,无,无,2022-03-20 13:05,微博 weibo.com,1,5,0
LkzqmyTMA,#2022留英择校干货#2020年，英国科技行业市值已经高达1800亿英镑。根据英国计算机协会（BSC）的最新报告，在大家熟知的STEM四大学科领域中，计算机（Computing）也已经是英国目前最受欢迎的学科。 今天就跟随@英国基尔大学微博、@英国邓迪大学UoD 和@德蒙福特大学，一起看看在英国学习计算机科学相关专业的显著优势！  三个优势，为你详解为什么要到英国学习计算机科学                                 ,无,无,2022-03-20 09:30,微博 weibo.com,2,3,0
LkhQtb7Pg,#2022留英择校干货#漫步于英国街道，你会发现复古的英式建筑与新锐的艺术馆交错出现。在此独特的艺术氛围中，英国的创意产业蓬勃发展，行业产值已超千亿英镑。除了众所周知的优质学术资源外，还有哪些因素让英国从众多留学选择中脱颖而出呢？走进@英国法尔茅斯大学 和 @德蒙福特大学 ，一起深度了解！  两大因素，让英国高校成为全球创意艺术产业领军人物诞生的摇篮                                 ,无,无,2022-03-18 12:45,微博 weibo.com,3,6,2
LkfYlu2rv,#学英语#趣味俚语又来了[送花花]英语中有一个表达叫“burn a hole in your pocket”，直译过来是“把你的荷包烧出个洞”！这个短语在日常中非常有用，有两个常见含义。大家觉得哪一个选项【不是】它正确的含义呢？ 哪一个【不是】“burn a hole in your pocket”的正确含义呢？  ,无,无,2022-03-18 07:59,微博 weibo.com,38,2,2
Lk6XOtvIo,当大家收到多个offer、进入到选校阶段，“甜蜜的烦恼”可能也随之而来了那么在选择阶段，英国大学所谓的REF、TEF、NSS，都分别是哪些指标，对你的学习有哪些影响？一分钟时间，一起看个明白！#留英干货#  [组图共3张] 原图 ,"http://ww2.sinaimg.cn/large/631046e6gy1h08r0cxku7j20u01jx11z.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h08r0cvo1ej20u01ciqaj.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h08r0d5hifj20u01g5qcc.jpg",无,2022-03-17 09:03,微博 weibo.com,3,2,1
Lk3pa4RrW,#2022留英择校干货#2021年12月，英国发布了名为“阿美加”（Ameca）的仿真机器人，它逼真的表情和动作细节让不少观众深深震撼，也被认为是目前最先进的仿真机器人，让更多人认识到英国计算机与人工智能科学的发展水平。 在未来，计算机科学行业将保持高速更新，对人才需求也只会有增无减。今天就为大家介绍@班戈大学Bangor、@英国法尔茅斯大学 和英国知山大学的三个相关专业，你一定不能错过！  三个高质量计算机科学专业，帮你打开未来更多可能                                 ,无,无,2022-03-16 23:59,微博 weibo.com,1,2,1
LjY9eyA7R,春天到了，同学们的申请如火如荼！除了个人陈述、学术成绩、推荐信等必要的申请材料之外，申请艺术类相关专业的同学还需要准备一个作品集，展现你的特色。很多同学们都对如何准备作品集感到非常头疼。如果你也是这样，那#英国德比大学艺术学院院长David教授的指导视频可千万不能错过！David教授在视频中详细地讲解了作品集应如何准备。此外，还有德比学长和学姐的申请经验等你来解锁，快点击视频一探究竟！[开学季]@英国德比大学-Derby  英国教育官方微博的微博视频                                 ,无,无,2022-03-16 10:36,微博视频号,1,2,0
LjXWvi2TS,#学霸留英笔记#有留英小伙伴正在为论文开题发愁吗？好好开题等于成功了一半，今天就来总结几个“论文选题”相关的Tips吧👇 好好开题等于成功一半！关于论文选题的实用建议  ,无,无,2022-03-16 10:05,微博 weibo.com,4,4,1
LjOjOhdQs,#留英干货#2022秋季入学进入最后申请冲刺！如果你也因为种种原因，正在追赶秋季入学的申请deadline，那么别忘了记下这几个申请小贴士，稳稳抓住最后的申请机会。转发码住，以备不时之需吧[送花花]1、浏览官网，确认仍在开放申请的专业在时间有限的情况下，明确自己的选择范围是最能帮你省时的步骤。建议大家先圈定自己的申请范围，再依次浏览高校官网，将申请截止日期、所需资料、专业官网等关键信息整理到一张表格里，并据此决定优先顺序。2、准备申请材料，记得交叉检查在完成第一步，并了解申请所需资料后，只需要按照要求准备申请材料并根据申请页面的指引一步步完成申请流程就可以了。要提醒大家的是，在时间紧迫的情况下一定要注意信息的准确性，建议大家请家人或朋友帮忙检查，他们可能比你更能发现那些粗心小错误。3、勤查邮箱，跟进审核进度每个学校审核周期的长度都是不一样的，你可以从学校官网或申请页面中了解通常需要多久才能收到申请结果。在等待结果的过程中，记得要经常登录申请系统与邮箱，学校可能会需要你提供一些额外资料或者信息。即便到了申请季的末尾，也要尽量避免手忙脚乱，按步骤、有规划地完成申请流程。有侧重点的申请策略和良好的心态，会让你离梦校更进一步                  原图                             ,http://wx2.sinaimg.cn/large/631046e6gy1h08qnunz5sj21900u041r.jpg,无,2022-03-15 09:35,微博 weibo.com,1,5,1
LjIsIv9aP,#2022留英择校干货#走进@英国伯恩茅斯大学 、@英国克兰菲尔德大学 和@伦敦玛丽女王大学 ，一起来看看留英学习计算机，不同阶段应该怎么选？ 从席卷全球的电商、算法为王的社交媒体，再到2021年讨论最多的“元宇宙”，计算机科学领域日新月异，对人才的需求也与日俱增。英国在此领域的教育始终保持世界领先，无论是本科、硕士还是博士阶段，英国的大学都为全世界的学子提供丰富的学习选择。 从本科开始说起：留英学习计算机，大学应该怎么选？                                 ,无,无,2022-03-14 18:40,微博 weibo.com,6,9,2
LjEsXCrs0,#学霸留英笔记#怎样才能一次留学、双倍收获？答案就是：通过留英，提升你的可转移技能（Transferable Skills）！“可转移技能”包含的范围广泛，例如，搜索、分析的能力会带来创新，社交、协商的能力会帮助沟通，决策和时间管理能力则让人保持动力等等。在英国读书，以下三种方式将帮你获得可转移技能👇             [组图共4张]      原图                             ,"http://ww1.sinaimg.cn/large/631046e6gy1h08qefk31kj20u01gek0e.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h08qefl67ij20u01c60zx.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h08qefqthij20u01c6gyk.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h08qefjz8gj20u01c6k06.jpg",无,2022-03-14 08:30,微博 weibo.com,3,2,1
LjgztbLVu,#2022非凡英国奖学金计划#申请开放中！我们今天对话的嘉宾是@英国法尔茅斯大学 传播学院总监、音乐与戏剧舞台研究院的Paul Springer教授，他从多个方面向中国学生提供了奖学金申请建议。今年共计26个奖学金名额，单笔奖学金金额不低于一万英镑。其中，还特别开设了法律和司法专业奖学金。法尔茅斯大学奖学金申请仍在开放中，官网详情链接：网页链接 非凡英国奖学金｜法尔茅斯大学创意艺术相关专业申请攻略                                 ,无,无,2022-03-11 19:40,微博 weibo.com,1,1,1
LjfUS7gFJ,对于英国本科毕业生来说，获得一个优秀学位等级的重要性已经不必多说。 位于英格兰中心城市莱斯特的@德蒙福特大学 2021 年中国本科毕业生一等及二等一学位的获得比例高达 84.83%，成功帮助很多学生获得G5名校研究生offer，点击文章查看详情择校必看:这所大学高学位等级比例高达84.83%，堪称名校直通车  英国教育官方微博的微博视频  ,无,无,2022-03-11 18:00,微博视频号,1,1,0
LjdvTCJ6y,完成英国文化教育协会#留英国际新手调研#，就有机会赢取价值50-200英镑的奖品，只需要15分钟时间，协助我们了解国际学生留学目的地的考虑因素。动动手指点击链接网页链接 就有机会得奖 调研将采取匿名形式由授权研究机构收集  原图 ,http://wx3.sinaimg.cn/large/631046e6gy1h05sx2ilvuj20ku0dwta0.jpg,无,2022-03-11 11:53,微博 weibo.com,0,1,0
Lj6OekIG6,#2022非凡英国奖学金计划#申请开放中！对于今年特别开设的法律和司法专业奖学金，我们专访了奖学金计划的参与院校之一@英国思克莱德大学 国际商务法硕士课程的负责人Jing Wang博士，一起看看她对英国法律学习的介绍，以及给中国学生的申请建议。包括法律和司法专业奖学金在内，今年总共有26个奖学金名额，单笔奖学金金额不少于一万英镑。思克莱德大学奖学金申请仍在开放中，点击官网查看详情：网页链接 非凡英国奖学金｜英国思克莱德大学法学院奖学金申请攻略                                 ,无,无,2022-03-10 18:49,微博 weibo.com,0,4,2
LiXqMgIAi,#2022非凡英国奖学金计划#满满的艺术氛围，太迷人了吧@英国安格利亚鲁斯金大学 童书绘本专业的在读硕士生黄嘉彬记录下了她在ARU校园和剑桥的精彩生活。作为一名成长中的插画师，她从大学课堂和工作室出发，把整个剑桥装进了她的画板！ARU正在向2022年秋季入学硕士课程的中国留学生开放奖学金申请，不限专业，奖学金金额为一万英镑。欢迎大家点击官网查看详情：网页链接  英国教育官方微博的微博视频                                 ,无,无,2022-03-09 18:56,微博视频号,3,2,3
LiWFvgt1Q,#2022留英择校干货#英国的工程学院那么多，如何选到一所适合自己的学校？以@谢菲尔德大学官方微博 、@伦敦玛丽女王大学 和@英国邓迪大学UoD 为例，一起从这三个方面做做功课吧！时至今日，英国依旧是全球工程学科的理想求学地。从师资团队、教育质量，到科研条件、职业前景，工程学学子们可以在英国获得超出想象的发展，激发自己的潜力。一篇文章带你了解，一个好的工程学院是什么样！ 掌握工程学教育三要素，做出适合自己的留英选择                                 ,无,无,2022-03-09 17:00,微博 weibo.com,2,5,2
LiTCIk7Va,九图回顾2021年的高光时刻，和英国大学一起迎接新的起点在过去不久的2021年，@杜伦大学 在动物研究、天文发现、体育赛事、气候变化应对领域取得了新的发展，他们精选了一整年的精彩故事，为2021画下了圆满的句号。一起来看看杜伦大学的那些高光瞬间！  [组图共9张] 原图 ,"http://ww1.sinaimg.cn/large/631046e6gy1h03a33li9pj20rs195445.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h03a32ztv6j20rs1957d1.jpg,http://ww1.sinaimg.cn/large/631046e6gy1h03a33uc5ij20rs1i0qce.jpg,http://ww2.sinaimg.cn/large/631046e6gy1h03a34e85qj20rs17cwmr.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h03a34av5yj20rs1hkqcg.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h03a34uqy5j20rs1w04by.jpg,http://ww3.sinaimg.cn/large/631046e6gy1h03a33zaxmj20rs172dkv.jpg,http://ww4.sinaimg.cn/large/631046e6gy1h03a34dg80j20rs17rq9p.jpg,http://ww1.sinaimg.cn/large/631046e6gy1h03a34muzdj20rs1c011l.jpg",无,2022-03-09 09:15,微博 weibo.com,1,0,0
