微博id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
AjsIm3BxZ,#提问#你的课堂上曾煮过什么东西吗？你的教案上是否有食物的特征？你有没有什么关于食物的主意可以设计成课堂活动并且刺激我们的胃口的？谢谢！  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1eaqerw7kcfj2069069dfw.jpg,无,2013-11-19 16:27,皮皮时光机,4,0,0
Ajsh20Asa,#教学建议#请看视频教学建议：Energising classes精力充沛的课堂。偶尔觉得自己的课堂失去活力怎么办网页链接，Do you have days when your learners seem tired or lacking in energy? How do you re-energise them?  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1eaqcttkayoj209n09ngmc.jpg,无,2013-11-19 15:20,专业版微博,4,4,0
Ahh6jfp9q,#教学建议#你能想出更多的for赞成或者是against反对的理由吗？用我们的视频来做出的教学建议：基于游戏的学习网页链接  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1ea9s2jnp7sj209e08caaq.jpg,无,2013-11-05 07:13,专业版微博,0,2,3
AgFRB3cdB,#教案#你和你的学生能通过我们的观光巴士顶层来游览伦敦！这是一个有趣的教案，速度拜读吧！ – Age: teenagers+ | level: elementary – With teacher’s notes and student worksheet，网页链接  原图 ,http://ww2.sinaimg.cn/large/801513c2gw1ea57o29k1sj209j0a30ty.jpg,无,2013-11-01 08:25,专业版微博,0,0,0
A0IYNB5LI,#NAFLE 2013#来自英国的Chris Defty老师正在介绍一个中英合作的教师培训项目，这个项目帮助老师们增加对于专业知识的了解，提高英语教学能力，并且能够获得一个国际教师培训证书。这也是许多参加培训的教师期望的吧。@外语教学专业委员会NAFLE  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1e6rxcpt133j20qo0f0t9k.jpg,无,2013-07-19 10:56,小米手机2,0,0,1
A0IgWdYCL,#NAFLE 2013#主旨发言人Kuma教授正在座谈答疑，关于教授的专长领域英语教学，教师发展和文化与文明的进程，大家如果有什么问题可以发给我们，我们可以现场请教Kuma教授。@外语教学专业委员会NAFLE  ,无,无,2013-07-19 09:08,小米手机2,1,8,2
A0CdUx0BY,美丽端庄而富于亲和力的北师大校园  [组图共9张] 原图 ,"http://ww4.sinaimg.cn/large/801513c2jw1e6r3996jgfj20qo0f0jsq.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r39ufx6aj20qo0f00ud.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6r3e710xpj20qo0f0jss.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6r3fqnlxyj20qo0f00uc.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r3qhy4b2j20qo0f0jry.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r3ubn6w8j20qo0f0q3z.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r3z27qjmj20f00qo3zn.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6r43vukqdj20qo0f0mxt.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6r453fqasj20qo0f0t9b.jpg",无,2013-07-18 17:44,小米手机2,1,0,0
A0BXI9an2,#NAFLE 2013#下午高中英语课例展示第三场：首先播放了北京回民学校谢聪老师教授阅读课的录像，然后是谢老师反思。主持人湖北省教研室的扈华唯老师肯定了谢老师结合学生情况对教学活动的处理，参会老师也提出了诚恳的反馈和建议，最后主评专家广东省的许时升进行了宝贵的点评。@外语教育专业委员会NAFLE  [组图共5张] 原图 ,"http://ww1.sinaimg.cn/large/801513c2jw1e6r29vqtjzj20qo0f00td.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r2am5ht4j20f00qoaav.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6r2hqwskyj20qo0f0756.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r2n3t7dkj20qo0f0dgm.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6r2z9onuaj20qo0f0aav.jpg",无,2013-07-18 17:04,小米手机2,2,0,0
A0Brxh2DX,#NAFLE 2013#关于在英语教学中补充真实语言材料，浙江省丽水中学的叶咏梅老师阐述了补充的必要性（语言学上和课文内容上），标准和她的实践。细心的叶老师在英国参加培训期间收集了很多资料包括当地生活环境的照片，这些材料有效地激发了学生的兴趣增强了学习效果。@外语教育专业委员会NAFLE  [组图共5张] 原图 ,"http://ww1.sinaimg.cn/large/801513c2jw1e6r0g5hmomj20qo0f0mxj.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6r0gnm9z0j20qo0f0zkl.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6r0l7vvenj20qo0f0gm4.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r0m2zpc6j20qo0f0wez.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6r0pfit7vj20qo0f0dge.jpg",无,2013-07-18 15:45,小米手机2,0,0,0
A0Be0Fzso,#NAFLE 2013#相较于活泼的小学说课，西安文理学院侯俊萍老师的发言“动态系统理论下中国学生英语能力发展模式探究”显示了语言教学的另外一面，绝对理性，绝对学术，绝对深入。@外语教育专业委员会NAFLE  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e6qzlaogw1j20qo0f03z4.jpg,无,2013-07-18 15:11,小米手机2,0,0,0
A0AZIvb49,#NAFLE 2013#北京师范大学的王蔷老师正在为小学教师评课，“设计课堂目标时越简单越清晰，目标越容易实现。”@外语教育专业委员会NAFLE  [组图共2张] 原图 ,"http://ww2.sinaimg.cn/large/801513c2jw1e6qypmtwwdj20qo0f0gma.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6qyq4bdo1j20qo0f0my5.jpg",无,2013-07-18 14:36,小米手机2,0,3,1
A0zXUsa6j,#NAFLE 2013#来自美国在日本执教的Barbara Hoskins女士正在探讨“把技术引入少儿英语课堂”，她用大量生动的图片展示了自己在实践教学中如何用设备技术帮助日本小学生学习语音和增强语感，并且引导参会者互动从而感受频率决定话语字数。@外语教育专业委员会NAFLE  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/801513c2jw1e6qtpyg0ofj20qo0f0mxw.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6qu5h9q7cj20qo0f03yy.jpg",无,2013-07-18 11:59,小米手机2,0,0,0
A0zNx9PgA,#NAFLE 2013#少儿英语教学专场上剑桥英语测试负责人Steven Miller先生刚刚与参会者分享了剑桥英语测试与河北教育主管部门合作开展的英语项目。@外语教育专业委员会NAFLE  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1e6qtfvr5s9j20qo0f03z7.jpg,无,2013-07-18 11:33,小米手机2,0,0,0
A0zbE13Xb,#NAFLE 2013#北京大学教育学院陈向明教授正在用中文做主旨发言“课例研究与教师专业发展”。她首先回顾了课例研究的历史和发展过程并指出其对提高教师能力的意义，接下来她开始讨论教师工作的特点，需求与和中国教师发展中困境，引发很多参会者的共鸣@外语教育专业委员会NAFLE  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e6qqjiabxgj20f00qomxx.jpg,无,2013-07-18 10:00,小米手机2,0,3,3
A0yXr98l2,#NAFLE 2013#英国兰卡斯特大学Alan Waters博士在主旨发言“我思故我学”－利用学生思维技巧开展语言教学中分析了Levels of thinking framework，从而引导出一个Two-level learning unit design，并进行了课例分析。理论实际相结合的讲解非常有帮助。@外语教育专业委员会NAFLE  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e6qpjjl1irj20f00qojs1.jpg,无,2013-07-18 09:25,小米手机2,1,0,0
A0sDt0iVb,#NAFLE 2013#Oliver Davies先生介绍英国文化协会的少儿英语教学资源@外语教育专业委员会NAFLE  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/801513c2jw1e6pxszw5rbj20f00qowex.jpg,http://ww1.sinaimg.cn/large/801513c2jw1e6pxt6poi3j20f00qo0tl.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6pxtdkjqhj20qo0f00tk.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6pxtmr8xyj20qo0f0q47.jpg",无,2013-07-17 17:19,小米手机2,0,0,0
A0srwtNKI,#NAFLE 2013#来自英国文化协会的Kishore Roy探讨学习的文化（learning  culture）对学生的影响@外语教育专业委员会NAFLE  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e6pww92sevj20qo0f0js5.jpg,无,2013-07-17 16:50,小米手机2,0,1,0
A0s7xcFBq,#NAFLE 2013#更多精彩演讲，来自英国文化协会的Sheryl Cooke和来自重庆第二师范学院的周力平老师。前者介绍了国际测试新产品Aptis如何与中国英语教学环境相结合，后者介绍了中英合作英语教师培训课程。@外语教育专业委员会NAFLE  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/801513c2jw1e6pviw3vwoj20qo0f00tm.jpg,http://ww1.sinaimg.cn/large/801513c2jw1e6pvj89i5oj20qo0f0js1.jpg,http://ww4.sinaimg.cn/large/801513c2jw1e6pvjfgsyhj20qo0f03zn.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6pvjm2rr2j20qo0f0t9j.jpg",无,2013-07-17 16:01,小米手机2,0,0,0
A0rDM9prA,#NAFLE 2013#英国文化协会专场：英语教学论坛第一个工作坊@外语教育专业委员会NAFLE  [组图共4张] 原图 ,"http://ww3.sinaimg.cn/large/801513c2jw1e6ptd6cssoj20qo0f00th.jpg,http://ww3.sinaimg.cn/large/801513c2jw1e6ptf3jp8xj20qo0f03zg.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6ptfauazyj20qo0f0t9n.jpg,http://ww2.sinaimg.cn/large/801513c2jw1e6ptfh92f2j20qo0f0aaq.jpg",无,2013-07-17 14:47,小米手机2,1,0,0
A0qcRqQB8,#NAFLE 2013#程晓堂教授提到，系统功能语言学认为。语法并不单纯是使语言产出更正确的一组规则，而是促进语意表达的资源和工具。他的发言让我们更深刻地了解到，系统功能语言学与在中国教学环境下的英语语法教学之间的密切关联。@外语教育专业委员会NAFLE   ,无,无,2013-07-17 11:08,iPhone客户端,2,1,0
A0qcklmTR,#NAFLE 2013#主旨发言人程晓堂教授发言，主讲《从功能语言学的视角看语法教学的意义和内容》。@外语教育专业委员会NAFLE   原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e6pmsdkifsj20hs0dcju1.jpg,无,2013-07-17 11:07,iPhone客户端,2,2,0
A0pNQ6ACs,#NAFLE 2013#英国文化协会中国区考试事务总监Michael King以幽默的小故事开始代表英国文化协会致辞@外语教育专业委员会NAFLE  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e6pl7de2q5j20qo0f0gmp.jpg,无,2013-07-17 10:07,小米手机2,0,0,0
A0pLNlk7y,#NAFLE 2013#程晓棠教授代表大会感谢Kuma教授的发言@外语教育专业委员会NAFLE  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e6pl4ugjb5j20qo0f00tu.jpg,无,2013-07-17 10:02,小米手机2,1,0,2
A0pEj7Ijb,#NAFLE 2013#Kuma教授还具体分析了各个因素的影响，并且倡导一个简单的路径（Recognize a simple logic）。@外语教育专业委员会NAFLE  ,无,无,2013-07-17 09:43,小米手机2,0,0,0
A0pBo0WHR,#NAFLE 2013#Kuma教授回顾了中国英语教学的发展历程，探讨了当前的问题和重点：比如。过度强调方法，而外来的方法应该与当地情况相结合，应该考虑到环境的因素，学生的因素和教师的因素。@外语教育专业委员会NAFLE  ,无,无,2013-07-17 09:36,小米手机2,0,0,0
A0prKdr0f,#NAFLE 2013#主旨发言人B.Kumaravadivelu教授做主旨发言，重新思考中国的外语教育@外语教育专业委员会NAFLE  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e6pjqkvey9j20qo0f0ab6.jpg,无,2013-07-17 09:12,小米手机2,0,0,0
A0prGlXCp,#NAFLE 2013#主旨发言人B.Kumaravadivelu做主旨发言，重新思考中国的外语教育@外语教育专业委员会NAFLE  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e6pjqd6j03j20qo0f0ab6.jpg,无,2013-07-17 09:12,小米手机2,0,0,0
A0plL3TmX,#NAFLE 2013#中国教育学会副理事长致词@外语教育专业委员会NAFLE  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e6pjbf18fmj20qo0f0mxv.jpg,无,2013-07-17 08:58,小米手机2,0,0,0
A0ph1m8Vh,#NAFLE 2013#大会开始了，龚亚夫老师做致开幕词  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e6pixy0vn6j20qo0f03zo.jpg,无,2013-07-17 08:46,小米手机2,0,0,0
A0ofyAbQf,#NAFLE2013# 大会上还有什么？今天下午我们将在京师大厦3层举办英国文化协会专场：英语教学论坛。内容涵盖英语教学，英语学习和语言评估等话题，并将展示我们与各地教育主管部门，培训师，教研员和教师合作开展的英语教学和英语测评项目及案例分析。更多精彩内容，欢迎关注！@外语教学专业委员会NAFLE  ,无,无,2013-07-17 06:10,超话,0,8,1
A0oawvJ5J,#NAFLE 2013# 大会上有什么？本次年会上将开展大会主旨报告、专题会场主题研讨、培训工作坊、优秀中小学英语教学课例展示、中国基础外语教育论坛、论文评比等形式多样、内容丰富的学术交流与研讨活动。来自相关领域的知名专家、学者将作为以上6个专题会场的主发言人。@外语教学专业委员会NAFLE  ,无,无,2013-07-17 05:57,超话,0,7,1
A0o9aBYDu,#NAFLE2013#大会以中国环境下英语教育的新视角为主题，下设六个专题会场1. 英语课程与教学设计，2. 少儿英语教学，3. 语言测试与评价，4. 教师教育与专业发展，5. 英语学习者与学习过程，6. 信息技术与英语教学。您会对哪一个主题感兴趣呢？告诉我们，我们为您报道。@外语教学专业委员会NAFLE  ,无,无,2013-07-17 05:54,专业版微博,0,8,5
A0o5L396o,#NAFLE2013#本次年会由NAFLE主办，由北京师范大学外国语言文学学院、英国大使馆文化教育处等单位合作支持，同时得到了国际英语外语教师协会（International Association of Teachers of English as a Foreign Language 简称IATEFL）等国际专业外语组织的大力协作@外语教学专业委员会NAFLE  ,无,无,2013-07-17 05:45,专业版微博,0,0,1
A0o46d4Kq,#NAFLE 2013#我国中小学英语教师的又一次盛会将要随着黎明揭幕了，中国教育学会外语教育专业委员会（NAFLE）第18次年会将于7月17-19日在北京师范大学举行。来自全国的一千多位老师将在这里交流最前沿的英语教学信息。为了与更多的老师内容分享大会，我们将持续报道大会进程。@外语教学专业委员会NAFLE  ,无,无,2013-07-17 05:41,专业版微博,0,3,0
zE60QbYw0,#词汇游戏#Stop the bus  – 一个经典又好玩的反转词汇的游戏 网页链接， Snake-word  – 一个很好考验团队精神的游戏，可以作为一个热身活动，用来唤醒学过的单词。 网页链接  Lexical threads  –可以用来初次学习和重新拾起学过的短语动词和搭配 网页链接  原图 ,http://ww2.sinaimg.cn/large/801513c2jw1e689qt5tquj20b70b7t9k.jpg,无,2013-07-02 10:32,皮皮时光机,0,3,2
zDWyhnLiL,#绕口令#– 绕口令游戏 网页链接 – 这里有很多的绕口令供你参考网页链接 – 怎样在你的课堂上使用绕口令的方法下载网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e673z7l39vj20b70b7aao.jpg,无,2013-07-01 10:27,皮皮时光机,0,8,1
zseB7esUE,#IATEFL# 虽然大会已结束，但我们的分享还将继续；请继续关注我们的围脖，我们将奉上更多大会视频和PPT。还有，别忘了互动有礼哦 @21世纪英文报  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e3q31z4g56j.jpg,无,2013-04-15 10:19,小米手机2,1,0,0
zrXGV4z7o,#IATEFL# 歌曲和诗歌都是伟大的语言创作，本届大会始于Beatles的歌曲，终于诗歌分享和朗诵，浪漫之极。富有浪漫情怀的您，怎可错过这份精彩？@21世纪英文报  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3o0f0dp78j.jpg,无,2013-04-13 15:17,小米手机2,0,1,0
zrXFZbHV2,#IATEFL# 大会接近尾声，最后一天上午的主旨演讲嘉宾Susan Barduhn博士来自美国，致力于研究expatriat English teachers的Cultural identity。她把这些老师们比作中世纪的游侠，可谓别出心裁。 @21世纪英文报  ,无,无,2013-04-13 15:15,小米手机2,0,0,0
zrOZmpC58,#IATEFL# 英语语言测试领域的专家接受现场采访：British Council的Barry O'Sullivan教授，上海交通大学的金艳教授，以及英国大使馆文化教育处考试部的英语教学经理Kishore Roy共同探讨英语测试领域的发展。@21世纪英文报  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e3mxzwjggwj.jpg,无,2013-04-12 17:08,小米手机2,0,14,3
zrOYJ5O67,#IATEFL# 上海交通大学的金艳教授和大会主旨演讲嘉宾刘峻教授接受现场采访。两位著名英语专家交流了IATEFL对于中国英语教学的积极借鉴作用，同时殷切希望能有更多中国专家和老师参与并和全世界的同行分享中国的经验。@21世纪英文报  原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e3mxy9t8j7j.jpg,无,2013-04-12 17:06,小米手机2,0,9,2
zrOY7jIml,#IATEFL# 中国代表团成员张金秀老师在大会发言， 介绍北京市英语教师培训的发展方向和趋势；现场观众频频点头，张老师成功收获多名粉丝@21世纪英文报  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3mxwpjkggj.jpg,无,2013-04-12 17:05,小米手机2,0,2,1
zrOXl9xrn,#IATEFL#大会花絮之科技改变生活：智能移动设备深切改变了我们生活和学习的方式；很多发言者都采用网络平台邀请现场讨论，还有专门教老师们制作数字内容的讲座，看来老师们在向全能型选手进军。中国的老师们如何看待Digital everything呢？快来参与 #IATEFL# 的讨论吧，精美礼品等你拿@21世纪英文报  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3mxuphaksj.jpg,无,2013-04-12 17:03,小米手机2,0,0,0
zrOU1bRoc,#IATEFL#大会充分体现了国际性和多样性，第三天做主旨演讲的刘峻教授是TESOL迄今唯一曾担任过主席的亚洲学者。他和大家分享了对于英语教学未来方向和趋势的思考，也对未来的英语老师提出了更高的要求。想了解将来合格的英语教师需要具备哪些素质吗？请持续关注：网页链接 @21世纪英文报  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e3mxm78stoj.jpg,无,2013-04-12 16:55,小米手机2,1,5,0
zrEwlvJpR,#IATEFL#周老师的感想：批判性思维训练真的是可以在语言学习的各个阶段进行的，关键在于教师如何引导学生一步一步地进行思考，并且在过程中给学生提供必要的语言支持，培养学生的思维习惯!@21世纪英文报  ,无,无,2013-04-11 14:29,小米手机2,0,1,0
zrEuPeiSi,#IATEFL#张老师感想2：周三下午所参加的关于批判性思维的部分也很有启发，特别是通过不同层次的问题设计培养学生的思维能力。这对当下新课程深化的中国外语教学提供了操作路径。@21世纪英文报  ,无,无,2013-04-11 14:25,小米手机2,0,0,0
zrDwrjpBc,"#IATEFL#大会花絮：IATEFL不仅是专业交流分享的平台，也是老友们相聚之处。每天都能看到热情的拥抱，听到惊喜的笑声。主页君就已经遇到很多中国老师们的老朋友啦：Adrian, Susan, Sue, Daniel......@21世纪英文报  ",无,无,2013-04-11 11:56,小米手机2,0,0,0
zrDu53Yn7,#IATEFL#中国代表团成员和British Council总部的Senior Managers接受大会官网Liverpool Online的现场采访，分享British Council在全球以及中国所做的ELT领域的工作；中国专家们还畅谈了对于大会的所感所想，以及如何分享借鉴国际经验。视频将稍后奉上，敬请关注：）@21世纪英文报  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e3lj7gn60hj.jpg,无,2013-04-11 11:50,小米手机2,0,5,6
zrDqGEZcR,#IATEFL#谁说学术专家都是老古板？大会第二天的主题演讲嘉宾绝对有世界明星的风范：黑色蕾丝裙，时尚眼镜；这位来自土耳其的英语教学专家Deniz K. Eken魅力超群。她的暖场也别具一格，想更多了解她么？请猛戳: 网页链接 @21世纪英文报  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e3liyrjuo9j.jpg,无,2013-04-11 11:42,小米手机2,0,3,1
zrw4rdoaj,来自重庆的周老师 我在:农展馆北路  显示地图 原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e3kmh7fvfuj.jpg,农展馆北路,2013-04-10 16:58,小米手机2,0,0,0
zrw2nxzzW,#IATEFL#中国代表团：重庆第二师范学院的周力平老师和@欧阳老师Keith合作介绍了重庆英语教师培训者发展项目。周老师首次参与合作发言的形式，觉得这种形式介入了项目合作方的代表，互动性很强，而且从欧阳老师身上学到了很多。她尤为自豪的是更多人知道了重庆@21世纪英文报 我在:农展馆北路  显示地图 ,无,农展馆北路,2013-04-10 16:53,小米手机2,0,6,0
zrw01zGUS,#IATEFL#中国代表团：重庆第二师范学院的周力平老师是第二次参加IATEFL，不过这次她不仅是观众，而是作为会议的发言者和分享者。她和@欧阳老师Keith合作介绍了在重庆进行的英语教师培训者发展项目。他们的演讲非常成功，周老师是首次参与合作@21世纪英文报 我在:农展馆北路  显示地图 ,无,农展馆北路,2013-04-10 16:47,小米手机2,0,1,1
zrvUtmIRL,#IATEFL#大会报道：英伦帅哥@欧阳老师Keith和重庆美女－来自重庆第二师范学院的周力平老师和来自世界各地的专家、培训者们分享了British Council和重庆市教委合作进行的英语教师培训者发展项目。他们充分展示了项目的设计理念、主要内容、成果和反思，得到与会者们的积极回应。@21世纪英文报  ,无,无,2013-04-10 16:33,专业版微博,0,3,1
zrvTewnr1,#IATEFL#中国代表团：来自北京教育学院的张金秀老师由衷感叹当今英语教学领域的研究日益深入细化。例如有一个研究者比较了各种听评课表并给予被听课老师们选择最合适的表格。张老师认为这种做法很有启发，因为目前国内的做法还是主要以评课者的角度出发的，很少考虑到被听课老师的想法。@21世纪英文报  ,无,无,2013-04-10 16:30,专业版微博,0,4,0
zrvQ9mxpV,#IATEFL#国际英语外语教师协会（IATEFL）2013利物浦国际会议正在举行，这次全球英语教学届的重大聚会为来自世界各国的代表开展英语教学的专业交流方面提供了广泛的机会。我们致力于提供各种交流平台，为中国的教育决策者、资深的业内专家以及广大英语教师提供获得这些宝贵信息的机会。@21世纪英文报  ,无,无,2013-04-10 16:23,专业版微博,0,2,0
zr0BUbHNE,#互动#Communication--沟通，我想到的是我们都想让我们的课堂更具激励性。但是怎样才算一个交际性课堂？你能从C_O_M_M_U_N_I_C_A_T_I_O_N里面取出一个字母然后把它变成一个单词来理解吗。例如，我说C是caring。表示关心我们的学生。其他的由你来说。。。 :-)  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3grl5zkhij.jpg,无,2013-04-07 08:53,皮皮时光机,0,11,10
zqRW7qdc6,#写作教学#很多学生还没有想好自己要怎么写一篇文章就动笔开始写了。这些文章在于帮助学生关注写作过程的不同方面，通过文正，学生能提高写作内容质量和建立起写作模式。文章三– Writing a story on the OHP  网页链接  原图 ,http://ww1.sinaimg.cn/large/801513c2jw1e3fpam69kgj.jpg,无,2013-04-06 10:48,皮皮时光机,0,5,0
zqK31rNsj,#写作教学#很多学生还没有想好自己要怎么写一篇文章就动笔开始写了。这些文章在于帮助学生关注写作过程的不同方面，通过文正，学生能提高写作内容质量和建立起写作模式。文章二：– Improving paragraph writing  网页链接   原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3eqgu5uymj.jpg,无,2013-04-05 14:43,皮皮时光机,0,3,0
zqyAFxhVC,#写作教学#很多学生还没有想好自己要怎么写一篇文章就动笔开始写了。这些文章在于帮助学生关注写作过程的不同方面，通过文正，学生能提高写作内容质量和建立起写作模式。文章一：– Writing: mini things  网页链接   原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3dbvx3838j.jpg,无,2013-04-04 09:33,皮皮时光机,0,4,2
zqr5UCyMj,#词汇教学#虽然老师能做很多事去帮助学生记忆词汇，但是有很多辛苦的工作还是需要学生自己来完成的。这里有些方法能让学生自己承担起记忆单词的责任，赶快点击看看吧。文章二：– Vocabulary self-study activities  网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3cesk4l5tj.jpg,无,2013-04-03 14:28,皮皮时光机,0,0,1
zqpuunnjr,#词汇教学#虽然老师能做很多事去帮助学生记忆词汇，但是有很多辛苦的工作还是需要学生自己来完成的。这里有些方法能让学生自己承担起记忆单词的责任，赶快点击看看吧。文章一：– Vocabulary and autonomy  网页链接    原图 ,http://ww4.sinaimg.cn/large/801513c2jw1e3c7posy9dj.jpg,无,2013-04-03 10:23,皮皮时光机,0,11,1
zqg1Z8jcf,#免费下载书籍#这是一部免费的可供下载的书籍，对教师非常实用而且简明易了。分为两部分：Part 1 provides an introduction to the issues involved when teaching in large classes  Part 2 looks at specific classroom activities。链接：网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2jw1e3b1y8gvdfj.jpg,无,2013-04-02 10:18,皮皮时光机,0,9,1
zjJ3dpx9K,#问题#我在课堂中和学生遇到的最大的困难是：_________，大家齐齐来填空！  原图 ,http://ww1.sinaimg.cn/large/801513c2gw1e1xe1xgqeij.jpg,无,2013-02-18 11:18,专业版微博,0,8,16
zi4biDkCX,#调动和非调动#Ken Wilson认为主要的关键因素如下：1、教师热情。2、来自教师的鼓励。3、让学生感觉教师确实相信学生的进步和成功。4、教师对课堂的投入，保持良好的课堂气氛和小组关系。5、提供支持、安全感的氛围。6、重视学生的想法和参与、鼓励自主，给学生机会和课堂空间。  原图 ,http://ww3.sinaimg.cn/large/801513c2tw1e1krwo9g9vj.jpg,无,2013-02-07 13:25,专业版微博,1,16,3
zhLWMafNp,#教学工具#是否需要一个简单的方法来为自己制作课堂材料呢？我们的TeachingEnglish“课件制作者”它能让你通过现有的新闻资源区制作你所需英语学习材料：单词表，语法，词汇练习和理解练习。网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2tw1e1ijct8813g.gif,无,2013-02-05 15:00,专业版微博,0,1,0
zhCv2sK2P,#口语活动#这里有几点tips能帮助小学老师们去调动学生的情绪，让他们既不过于兴奋，也不觉得无聊，达到和谐课堂。1、对应不同的学习风格的学习活动应该平衡地用于课堂。2、变换学习活动的节奏和时间，以保持学生的注意力集中。3、创造“安静的时间段”让学生为课堂做好准备。 更多网页链接  原图 ,http://ww4.sinaimg.cn/large/801513c2tw1e1hdotgov2j.jpg,无,2013-02-04 14:57,专业版微博,0,9,0
zbmcQrScg,#Christmas#去上课之前，迫不及待地想把这个福利--christmas teaching发给老师们。针对小学的圣诞英语教学资源包，包括教案步骤音乐和worksheet。老师们Merry哈。网页链接  原图 ,http://ww3.sinaimg.cn/large/801513c2gw1e05rgy6khhj.jpg,无,2012-12-25 10:26,专业版微博,0,7,2
zblGzEbCq,"#vocabulary grammar#到处是Christmas Spirit（圣诞气氛）。你是否遇到学生问你这个问题：Why do some people write Xmas for Christmas?用 ""Xmas"" 此字是否无礼？这里我们告诉 你答案：网页链接  原图 ",http://ww3.sinaimg.cn/large/801513c2gw1e05p69pb9sj.jpg,无,2012-12-25 09:07,专业版微博,0,4,1
zbeh1ryDi,#Teaching speaking skills# 这篇文章提出了一些我们能在课堂上使用的简单而实际的策略来形成真实的课堂语言互动。 1、学生需要什么？2、实际有效的建议。3、我该用什么语言来教？4、我怎么让学生使用新学的语言?网页链接  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1e04sg0b551j.jpg,无,2012-12-24 14:15,专业版微博,0,1,0
zaDCc0sFa,#Teaching speaking skills#这篇文章是给教授大班的老师就以下问题提出解决方案的： 1、学生不肯开口说话，或者不能说出任何东西。 2、学生在两人合作或者小组合作时，最终变成用自己的语言的交流。 3、全班一起讲话，课堂变得吵闹而且失控。点击查看文章：网页链接  原图 ,http://ww4.sinaimg.cn/large/801513c2gw1e00am1y7ayj.jpg,无,2012-12-20 16:55,专业版微博,0,10,2
